id,displyname,date,pagecount,consultant,authortype,authorDescription,stretergy,notes
862403,Hollywood City Employees' Retirement Fund,2024-02-27T17:00:00,29,,Manager,"Angelo, Gordon & Co. (Manager)",Real Assets: Real Estate Opportunistic,Introduction to AG Realty Value Fund XI and AG Realty Value Fund X  Update (pg 12) -- logged as Prospect Presentation and Client Presentation
862402,Hollywood City Employees' Retirement Fund,2024-02-27T17:00:00,9,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Multiple Asset Classes,"Monthly Flash Report -- Period Ending December 31, 2023"
862400,Hollywood City Employees' Retirement Fund,2024-02-27T17:00:00,21,,Manager,"Loomis, Sayles & Company, L.P. (Manager)",Equity: United States Small-Mid Cap Growth,
862398,Hollywood City Employees' Retirement Fund,2024-02-27T17:00:00,1,,Institutional Investor,Hollywood City Employees' Retirement Fund (Institutional Investor),Multiple Asset Classes,2024 Work Plan
862140,San Mateo County ERA,2024-02-27T17:00:00,77,,Institutional Investor,San Mateo County ERA (Institutional Investor),Multiple Asset Classes,"Amendments to Investment Policy Statement -- List of Changes (pg 1) includes: ""Target allocations by sub-category will go from 60%/20%/20% Buyouts/Venture/Debt to 70%/30%/0% Buyout/Venture/Distressed. Also change the name of the sub-category from 'Debt/Special Situations' to 'Distressed/Special Situations'."" -- Redline version (pg 2) -- Clean version (pg 39) -- Resolution (pg 76) -- logged as Asset Allocation and Investment Policy Statement"
862139,San Mateo County ERA,2024-02-27T17:00:00,77,,Institutional Investor,San Mateo County ERA (Institutional Investor),Multiple Asset Classes,"Amendments to Investment Policy Statement -- List of Changes (pg 1) includes: ""Target allocations by sub-category will go from 60%/20%/20% Buyouts/Venture/Debt to 70%/30%/0% Buyout/Venture/Distressed. Also change the name of the sub-category from 'Debt/Special Situations' to 'Distressed/Special Situations'."" -- Redline version (pg 2) -- Clean version (pg 39) -- Resolution (pg 76) -- logged as Asset Allocation and Investment Policy Statement"
862138,San Mateo County ERA,2024-02-27T17:00:00,21,Verus,Consultant/Institutional Investor,Verus (Consultant)/San Mateo County ERA (Institutional Investor),Multiple Asset Classes,"Annual Asset Allocation Review Process -- ""Staff is recommending a change to this annual asset allocation process. Instead of making multiple changes to the target policy during the year, staff is recommending not making tweaks to the target policy early in the year, and instead discuss and highlight tactical deviations or tilts from the target policy portfolio, consistent with current Investment Policy Statement (IPS) limits."" (pg 1)"
862131,San Mateo County ERA,2024-02-27T17:00:00,108,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,"Investment Performance Review -- Period Ending: December 31, 2023"
862129,San Mateo County ERA,2024-02-27T17:00:00,25,,Institutional Investor,San Mateo County ERA (Institutional Investor),Multiple Asset Classes,"Semi-Annual Compliance Certification Statements -- Period Ended December 31, 2023 -- includes Mondrian, PIMCO, Parametric Portfolio Associates, and State Street Global Advisors"
862125,San Mateo County ERA,2024-02-27T17:00:00,3,Milliman,Actuary,Actuary,Multiple Asset Classes,"Funding Dashboard -- as of December 31, 2023"
862111,San Mateo County ERA,2024-02-27T17:00:00,14,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,Capital Markets Update -- January 2024
862110,San Mateo County ERA,2024-02-27T17:00:00,15,Northern Trust Company,Custodian,Custodian,Multiple Asset Classes,"Composite Return Summary -- as of January 31, 2024"
861794,London Borough of Bexley,2024-02-27T17:00:00,8,,Institutional Investor,London Borough of Bexley (Institutional Investor),Multiple Asset Classes,Risk Register
861793,London Borough of Bexley,2024-02-27T17:00:00,4,,Institutional Investor,London Borough of Bexley (Institutional Investor),Multiple Asset Classes,Investment and Administration Update
861792,London Borough of Bexley,2024-02-27T17:00:00,2,Redington,Consultant/Institutional Investor,Redington (Consultant)/London Borough of Bexley (Institutional Investor),Real Assets: Real Estate,Property Review (Consultant slides not disclosed)
861791,London Borough of Bexley,2024-02-27T17:00:00,12,Redington,Consultant,Redington (Consultant),Multiple Asset Classes,How Are Your Managers Performing for You? Q4 2023
861790,London Borough of Bexley,2024-02-27T17:00:00,23,Redington,Consultant,Redington (Consultant),Multiple Asset Classes,Q1 2024 Market Update
861788,London Borough of Bexley,2024-02-27T17:00:00,6,,Institutional Investor,London Borough of Bexley (Institutional Investor),Multiple Asset Classes,Pension Fund Investment Performance - Quarter Ended 31 December 2023
861786,London Borough of Bexley,2024-02-27T17:00:00,4,,Institutional Investor,London Borough of Bexley (Institutional Investor),Multiple Asset Classes,Pension Cash Flow Forecast 2023/24
862126,Ventura County ERA,2024-02-26T19:00:00,38,,Manager,"Adams Street Partners, LLC (Manager)",Private Equity,Global Private Equity Portfolio Review
862123,Ventura County ERA,2024-02-26T19:00:00,57,,Manager,UBS Realty Investors LLC (Manager),Real Assets: Real Estate Core,
862121,Ventura County ERA,2024-02-26T19:00:00,7,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Manager Due Diligence - as of December 31, 2023 "
862118,University of Texas,2024-02-26T19:00:00,16,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Monthly Performance Report - as of January 31, 2024"
862116,Ventura County ERA,2024-02-26T19:00:00,116,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"4th Quarter 2023 Performance Report - data of December 31, 2023 "
862113,Ventura County ERA,2024-02-26T19:00:00,59,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Capital Markets Assumptions and Market Themes - data as of 12/31/2023 -- logged as research and portfolio review 
862112,Ventura County ERA,2024-02-26T19:00:00,59,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,Capital Markets Assumptions and Market Themes - data as of 12/31/2023 -- logged as research and portfolio review 
862472,St. Louis Public School Retirement System,2024-02-26T17:00:00,3,,Institutional Investor,St. Louis Public School Retirement System (Institutional Investor),Multiple Asset Classes,"Investment Summary as of December 31, 2023 (pg 1) -- 2023 Money Manager Fees, Brokerage Commissions, consultant, and Custodian Fees (pg 2) -- 2023 Investment Management Fees (pg 3) -- logged as overall portfolio review and fee disclosure"
862471,St. Louis Public School Retirement System,2024-02-26T17:00:00,3,,Institutional Investor,St. Louis Public School Retirement System (Institutional Investor),Multiple Asset Classes,"Investment Summary as of December 31, 2023 (pg 1) -- 2023 Money Manager Fees, Brokerage Commissions, consultant, and Custodian Fees (pg 2) -- 2023 Investment Management Fees (pg 3) -- logged as overall portfolio review and fee disclosure"
861434,San Luis Obispo County,2024-02-26T17:00:00,25,,Institutional Investor,San Luis Obispo County (Institutional Investor),Multiple Asset Classes,"Investment Policy Statement and Investment Procedures Review -- ""Approval recommended for: 1. Investment Policy Statement (IPS) – no changes to the fundamental IPS are recommended; 2. Strategic Asset Allocation – Addendum A to the IPS - the Strategic Asset Allocation (SAA) exhibit is incorporated in the IPS as Addendum A. No changes to the SAA long term asset mix are recommended; 3. Investment Procedures (IP) – no changes to the fundamental IPS are recommended."" -- logged as asset allocation and investment policy statement"
861433,San Luis Obispo County,2024-02-26T17:00:00,25,,Institutional Investor,San Luis Obispo County (Institutional Investor),Multiple Asset Classes,"Investment Policy Statement and Investment Procedures Review -- ""Approval recommended for: 1. Investment Policy Statement (IPS) – no changes to the fundamental IPS are recommended; 2. Strategic Asset Allocation – Addendum A to the IPS - the Strategic Asset Allocation (SAA) exhibit is incorporated in the IPS as Addendum A. No changes to the SAA long term asset mix are recommended; 3. Investment Procedures (IP) – no changes to the fundamental IPS are recommended."" -- logged as asset allocation and investment policy statement"
861430,San Luis Obispo County,2024-02-26T17:00:00,23,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,"Strategic Asset Allocation Review -- Executive Summary (pg 3): ""Recommendations -  Maintain current long-term strategic asset allocation; Implementation glidepath is still on track to target 2027 but continue to monitor; Implement 2024 interim benchmark; Implement $150mm approved private equity commitment to achieve 18% target allocation [to HarbourVest]"" -- see page 13 for Implementation glidepath to 2027 Target Allocation; changes between Current and Interim 2024 Allocation include: Increasing - US Equity, Non-US Equity, Banks Loans, Treasuries, TIPS, and Short Duration; Decreasing - Real Estate Core, Private Equity, and Private Credit; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- Changes between Current and 2027 Target include: Increasing - Infrastructure, Private Equity, Private Credit, Treasuries, TIPS, and Short Duration; Decreasing - US Equity, Non-US Equity, Real Estate Core, and Cash; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- logged as asset allocation, strategic plan, and investment recommendation"
861429,San Luis Obispo County,2024-02-26T17:00:00,23,Verus,Consultant,Verus (Consultant),Private Equity,"Strategic Asset Allocation Review -- Executive Summary (pg 3): ""Recommendations -  Maintain current long-term strategic asset allocation; Implementation glidepath is still on track to target 2027 but continue to monitor; Implement 2024 interim benchmark; Implement $150mm approved private equity commitment to achieve 18% target allocation [to HarbourVest]"" -- see page 13 for Implementation glidepath to 2027 Target Allocation; changes between Current and Interim 2024 Allocation include: Increasing - US Equity, Non-US Equity, Banks Loans, Treasuries, TIPS, and Short Duration; Decreasing - Real Estate Core, Private Equity, and Private Credit; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- Changes between Current and 2027 Target include: Increasing - Infrastructure, Private Equity, Private Credit, Treasuries, TIPS, and Short Duration; Decreasing - US Equity, Non-US Equity, Real Estate Core, and Cash; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- logged as asset allocation, strategic plan, and investment recommendation"
861428,San Luis Obispo County,2024-02-26T17:00:00,23,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,"Strategic Asset Allocation Review -- Executive Summary (pg 3): ""Recommendations -  Maintain current long-term strategic asset allocation; Implementation glidepath is still on track to target 2027 but continue to monitor; Implement 2024 interim benchmark; Implement $150mm approved private equity commitment to achieve 18% target allocation [to HarbourVest]"" -- see page 13 for Implementation glidepath to 2027 Target Allocation; changes between Current and Interim 2024 Allocation include: Increasing - US Equity, Non-US Equity, Banks Loans, Treasuries, TIPS, and Short Duration; Decreasing - Real Estate Core, Private Equity, and Private Credit; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- Changes between Current and 2027 Target include: Increasing - Infrastructure, Private Equity, Private Credit, Treasuries, TIPS, and Short Duration; Decreasing - US Equity, Non-US Equity, Real Estate Core, and Cash; Eliminating - International Bonds, Opportunistic, and Core+ Bonds -- logged as asset allocation, strategic plan, and investment recommendation"
861426,San Luis Obispo County,2024-02-26T17:00:00,122,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,"Investment Performance Review -- Period Ending: December 31, 2023 -- includes 1st Quarter 2024 Investment Landscape (pg 3) and Investment Performance Review (pg 47) -- logged as portfolio review and research"
861425,San Luis Obispo County,2024-02-26T17:00:00,122,Verus,Consultant,Verus (Consultant),Multiple Asset Classes,"Investment Performance Review -- Period Ending: December 31, 2023 -- includes 1st Quarter 2024 Investment Landscape (pg 3) and Investment Performance Review (pg 47) -- logged as portfolio review and research"
862417,Sarasota General,2024-02-23T19:00:00,1,,Institutional Investor,Sarasota General (Institutional Investor),Multiple Asset Classes,"February 2024 Asset Allocation Values at market close February 14th, 2024"
862416,Sarasota General,2024-02-23T19:00:00,64,GRS Consulting,Actuary,Actuary,Multiple Asset Classes,"Actuarial Valuation Report as of September 30, 2023"
862401,Sarasota Police,2024-02-23T19:00:00,71,GRS Consulting,Actuary,Actuary,Multiple Asset Classes,"Actuarial Valuation Report as of September 30, 2023 "
862399,Sarasota Police,2024-02-23T19:00:00,41,Burgess Chambers & Associates (BCA),Consultant,Burgess Chambers & Associates (BCA) (Consultant),Multiple Asset Classes,"Investment Performance -- Period Ending December 31, 2023"
862101,Austin Firefighters Relief & Retirement Fund,2024-02-23T19:00:00,28,Meketa Investment Group,Consultant/Institutional Investor,Meketa Investment Group (Consultant)/Austin Firefighters Relief & Retirement Fund (Institutional Investor),Multiple Asset Classes,Investment Policy Statement and Operating Procedures: Update on revisions in progress -- February 2024 revised version of IPS (starting pg 3)
